id,character,category,category_index,checkpoint,prompt_positive,prompt_negative,seed,steps,cfg,sampler,scheduler,width,height,prompt_id,filename,subfolder,type,image_path,elapsed_seconds,created_at,approved,notes
valentina_sol_playa_011,Valentina Sol,playa,11,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, fresh coconut drink on a beach table, Valentina smiling naturally, shallow depth of field, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260011,6,2.0,euler,normal,512,768,2096dc47-972b-4741-8a81-4bfee48f15c7,valentina_sol_playa_011_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_011_00001_.png,8.04,2026-05-31T22:34:29.095254+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_012,Valentina Sol,playa,12,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, coastal promenade after sunrise, clean white outfit, palm shadows, editorial realism, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260012,6,2.0,euler,normal,512,768,7a40b5cc-abe9-4d3e-aa89-be6c49c4fb4b,valentina_sol_playa_012_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_012_00001_.png,8.05,2026-05-31T22:34:37.161455+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_013,Valentina Sol,playa,13,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, sun hat in hand, ocean horizon, calm confident expression, lifestyle photography, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260013,6,2.0,euler,normal,512,768,b9fd2574-0f10-4eb1-b778-e4d20d167e74,valentina_sol_playa_013_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_013_00001_.png,8.028,2026-05-31T22:34:45.194163+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_014,Valentina Sol,playa,14,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, soft side profile near rocks and waves, warm olive skin, realistic natural texture, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260014,6,2.0,euler,normal,512,768,69b02404-eb19-4613-868f-c03620a950fc,valentina_sol_playa_014_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_014_00001_.png,8.053,2026-05-31T22:34:53.264234+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_015,Valentina Sol,playa,15,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, beach cafe terrace with ocean view, iced coffee, morning content creator routine, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260015,6,2.0,euler,normal,512,768,dc81445f-f40c-404a-a09c-a6a200e61f84,valentina_sol_playa_015_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_015_00001_.png,8.082,2026-05-31T22:35:01.354490+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_016,Valentina Sol,playa,16,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, packing a small beach bag, sunscreen and towel visible, organized lifestyle scene, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260016,6,2.0,euler,normal,512,768,51fcf2bc-ad3c-4493-858e-f9531a8ab79f,valentina_sol_playa_016_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_016_00001_.png,8.214,2026-05-31T22:35:09.568486+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_017,Valentina Sol,playa,17,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, stretching gently near the shoreline after a walk, relaxed wellness mood, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260017,6,2.0,euler,normal,512,768,6ec9c4a6-3328-4f14-b3a6-9a45b4979808,valentina_sol_playa_017_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_017_00001_.png,8.094,2026-05-31T22:35:17.674836+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_018,Valentina Sol,playa,18,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, laughing candidly with wind movement, no other people, premium travel photo, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260018,6,2.0,euler,normal,512,768,775be2f2-0860-487e-a2af-fff899440643,valentina_sol_playa_018_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_018_00001_.png,8.068,2026-05-31T22:35:25.751672+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_019,Valentina Sol,playa,19,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, sitting on driftwood near soft waves, pastel coastal tones, 35mm candid portrait, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260019,6,2.0,euler,normal,512,768,2d343641-d768-4df6-ae42-bcf1b938a10a,valentina_sol_playa_019_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_019_00001_.png,8.074,2026-05-31T22:35:33.828398+00:00,False,initial_sdxl_seed_dataset
valentina_sol_playa_020,Valentina Sol,playa,20,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, golden hour beach portrait with simple cream dress, elegant relaxed pose, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520260020,6,2.0,euler,normal,512,768,502ad5aa-514a-4b5b-9904-c688d32a4ae7,valentina_sol_playa_020_00001_.png,dataset\valentina_sol\playa,output,images/generated/dataset/valentina_sol/playa/valentina_sol_playa_020_00001_.png,8.287,2026-05-31T22:35:42.123487+00:00,False,initial_sdxl_seed_dataset
valentina_sol_cafeteria_001,Valentina Sol,cafeteria,1,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, sunlit cafe table, iced latte, laptop open, morning planning routine, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520261001,6,2.0,euler,normal,512,768,b6724049-bc52-4fc2-8ed8-7c26d2397b7e,valentina_sol_cafeteria_001_00001_.png,dataset\valentina_sol\cafeteria,output,images/generated/dataset/valentina_sol/cafeteria/valentina_sol_cafeteria_001_00001_.png,8.044,2026-05-31T22:35:50.173682+00:00,False,initial_sdxl_seed_dataset
valentina_sol_cafeteria_002,Valentina Sol,cafeteria,2,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, standing at a minimalist coffee bar, white blouse, warm wood interior, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520261002,6,2.0,euler,normal,512,768,ce7afea8-236b-4bd5-a88f-80fa896ba615,valentina_sol_cafeteria_002_00001_.png,dataset\valentina_sol\cafeteria,output,images/generated/dataset/valentina_sol/cafeteria/valentina_sol_cafeteria_002_00001_.png,8.334,2026-05-31T22:35:58.509576+00:00,False,initial_sdxl_seed_dataset
valentina_sol_cafeteria_003,Valentina Sol,cafeteria,3,realvisxlV50_v50Bakedvae.safetensors,"photorealistic lifestyle portrait of Valentina Sol, virtual latina influencer, consistent face, oval face, warm olive skin, soft hazel eyes, thick natural dark brown wavy hair, defined brows, subtle beauty mark near left cheek, gentle confident smile, clean fresh makeup, sunlit natural light, premium lifestyle photography, 35mm lens, shallow depth of field, editorial but realistic, warm coastal color palette, cream linen outfit, gold minimal earrings, relaxed elegant pose, reading notes in a small notebook beside cappuccino, cozy urban lifestyle, single person, same identity, consistent facial features, realistic hands when visible, no text, no watermark","low quality, blurry, overprocessed, plastic skin, uncanny, distorted face, asymmetrical eyes, bad anatomy, extra fingers, missing fingers, deformed hands, duplicate person, childlike, old age, harsh makeup, heavy filters, watermark, logo, text, signature, cropped head, extreme closeup, nsfw, nude, lingerie, celebrity lookalike",310520261003,6,2.0,euler,normal,512,768,4d74c6d9-97c9-4238-8efd-c177400d5473,valentina_sol_cafeteria_003_00001_.png,dataset\valentina_sol\cafeteria,output,images/generated/dataset/valentina_sol/cafeteria/valentina_sol_cafeteria_003_00001_.png,10.059,2026-05-31T22:36:08.575936+00:00,False,initial_sdxl_seed_dataset
